date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/04/2024,Seton Hall,57,St. Peter's,53,13.5,16.14,,,,,15.02,13.5,15.2,,1.79,18.09,,0,17.2,,,14.61,,,,,17.75,,,13.6
11/04/2024,Siena,72,Brown,71,-2,-7.88,,,,,-8.76,-1.5,-7.03,,3.06,-9.49,,0,-12.6,,,-1.36,,,,,-4.67,,,-4.7
11/04/2024,South Alabama,70,Central Michigan,74,6,7.49,,,,,12.85,4.5,9.49,,3.58,7.98,,0,2.4,,,6.05,,,,,6.92,,,5.3
11/04/2024,South Carolina,71,North Florida,74,17,15.84,,,,,11.56,18,15.88,,2.97,16.95,,0,17,,,16.98,,,,,13.56,,,20.1
11/04/2024,South Dakota St.,80,McNeese St.,73,-10.5,-3.83,,,,,-5.66,-5.5,0.06,,4.34,-4.57,,1,-8.8,,,-11.53,,,,,2.67,,,-6.7
11/04/2024,South Florida,83,Florida,98,-10.5,-8.55,,,,,-9.75,-9,-7.38,,1.66,-9.65,,1,-7.4,,,-11.16,,,,,-6.49,,,-10.6
11/04/2024,Southern Illinois,80,Charleston,90,-4,-2.86,,,,,-6.97,-2.5,-4.5,,2.65,0.86,,1,-2.5,,,-3.73,,,,,-1.67,,,-2.4
11/04/2024,Southern Miss,77,Bowling Green,68,4,4.55,,,,,7.64,3.5,4.49,,2.01,4.83,,0,1.5,,,3.63,,,,,3.62,,,5.2
11/04/2024,St. Bonaventure,70,CS Northridge,56,8,13.47,,,,,9.12,10.5,16.42,,2.57,14.72,,0,15.1,,,9.41,,,,,12.64,,,12.8
11/04/2024,St. John's,92,Fordham,60,18.5,16.44,,,,,6.47,17.5,19.3,,5.47,21.92,,0,18.9,,,18.2,,,,,14.38,,,17.7
11/04/2024,St. Joseph's PA,70,Navy,63,16,14.53,,,,,6.06,16.5,15.93,,4.7,19.15,,0,18.1,,,15.8,,,,,12.92,,,15
11/04/2024,St. Mary's,76,Towson,69,11.5,14.58,,,,,11.94,12,15.74,,2.3,18.01,,0,15.6,,,12.56,,,,,13.76,,,12.4
11/04/2024,Stanford,85,Denver,62,17.5,17.8,,,,,16.69,17.5,17.82,,1.5,19.9,,0,16.2,,,18.08,,,,,16.91,,,19.3
11/04/2024,Syracuse,86,Le Moyne,82,22,23.38,,,,,22.26,21.5,30.34,,4.16,21.69,,0,18.1,,,23.4,,,,,25.6,,,22.3
11/04/2024,TCU,105,Florida A&M,59,27,30.64,,,,,29.06,28,32.95,,3.2,35.35,,0,31.3,,,29.94,,,,,28.7,,,26.5
11/04/2024,Temple,81,Sacred Heart,70,13.5,12.68,,,,,13.22,14.5,11.81,,2.72,14.56,,0,7.7,,,13.38,,,,,13.47,,,15.3
11/04/2024,Tennessee,80,Gardner Webb,64,27.5,25.02,,,,,21.29,26.5,21.25,,3.8,31.42,,0,26.4,,,27.46,,,,,24.18,,,25.6
11/04/2024,Texas,72,Ohio St.,80,2,2.01,,,,,0.67,2.5,1.99,,1.07,3.79,,1,2.2,,,1.35,,,,,1.21,,,2.2
11/04/2024,Texas St.,64,Eastern Michigan,44,8.5,12.27,,,,,12.93,6.5,12.47,,1.37,13.14,,0,13.5,,,9.46,,,,,9.75,,,11.8
11/04/2024,Troy St.,84,Toledo,74,6,3.43,,,,,5.67,4,-0.77,,2.87,5.94,,0,3.6,,,4.92,,,,,0.61,,,5.5
11/04/2024,UAB,62,Vermont,67,6,6.24,,,,,6.22,7.5,9.7,,2.97,5.87,,0,1,,,5.7,,,,,6.26,,,8.4
11/04/2024,UCLA,85,Rider,50,22,19.42,,,,,19.18,21,23.69,,4.55,20.62,,0,11.1,,,21.65,,,,,18.74,,,23.2
11/04/2024,UNLV,93,Alabama St.,79,12.5,19.93,,,,,20.98,13,22.36,,2.25,20.84,,0,18.7,,,15.17,,,,,20.71,,,16
11/04/2024,USC,77,Chattanooga,51,15,12.17,,,,,7.79,13,15.65,,3.09,14.34,,0,9.6,,,14.24,,,,,11.35,,,14.3
11/04/2024,Utah,100,Alcorn St.,59,24,23.94,,,,,20.89,22,21.6,,3.58,30.34,,0,25.9,,,24.91,,,,,22.32,,,22.6
11/04/2024,VA Commonwealth,84,Bellarmine,65,21.5,19.94,,,,,20.17,22,15.97,,2.88,23.98,,0,20.5,,,21.57,,,,,17.44,,,21.6
11/04/2024,Vanderbilt,102,Md. Eastern Shore,63,30.5,21.49,,,,,16.62,27,27.46,,4.79,26.55,,0,16.1,,,27.15,,,,,20.7,,,21.5
11/04/2024,Villanova,75,Lafayette,63,18.5,23.87,,,,,14.9,21.5,22.76,,5.04,29.84,,0,25.7,,,21.21,,,,,26.41,,,23.6
11/04/2024,Virginia Tech,83,Delaware St.,60,18.5,23.05,,,,,16,18,27.54,,4.35,25.25,,0,21.2,,,20.88,,,,,26.8,,,21.5
11/04/2024,Wake Forest,64,Coppin St.,49,34.5,32.49,,,,,26.33,31,31.88,,4.77,40.08,,0,35.5,,,35.05,,,,,29.76,,,31.4
11/04/2024,Washington St.,100,Portland St.,92,14,17.81,,,,,15.27,12,15.62,,3.17,19.53,,0,22.7,,,15.58,,,,,19.14,,,14.6
11/04/2024,West Virginia,87,Robert Morris,59,19,16.85,,,,,13.24,15,19.3,,2.65,18.42,,0,13.7,,,18.69,,,,,18.02,,,18.4
11/04/2024,Western Kentucky,84,Wichita St.,91,1,1.35,,,,,-2.61,0,2.61,,2.3,0.47,,0,2.5,,,0.35,,,,,1.14,,,4
11/04/2024,Wisconsin,85,Holy Cross,61,25,29.64,,,,,22.48,26,29.14,,4.26,34.43,,0,32,,,28.19,,,,,32.18,,,27.6
11/04/2024,Xavier,78,Texas Southern,69,26,22.74,,,,,22.22,21,22.38,,3.05,28.83,,0,21,,,25.51,,,,,20.8,,,21.2
11/04/2024,Yale,88,Quinnipiac,62,8.5,9.33,,,,,6.95,10,9.87,,1.2,10.25,,0,9.9,,,8.57,,,,,9.42,,,9.6
11/05/2024,Arizona St.,55,Idaho St.,48,17.5,16.55,,,,,14.04,20.5,18.85,,3.13,17.52,,0,12.1,,,20.26,,,,,16.21,,,20.6
11/05/2024,BYU,88,Central Arkansas,50,33,30.49,,,,,23.34,28.5,31.73,,5.5,39.26,,0,33,,,36.9,,,,,27.03,,,28.6
11/05/2024,Kansas St.,89,New Orleans,65,30.5,27.06,,,,,22.66,27,28.36,,3.39,32.84,,0,26.5,,,34.46,,,,,25.57,,,26.4
11/05/2024,North Texas,80,Evansville,63,13.5,15.27,,,,,19.84,13,14.83,,2.88,17.38,,0,12,,,14.05,,,,,13.16,,,14.4
11/05/2024,Rice,77,Florida International,70,6,6.28,,,,,4.77,5.5,7.74,,1.79,7.55,,0,5.2,,,6.75,,,,,4.1,,,8.3
11/05/2024,San Francisco,86,Cal Poly SLO,78,21,23.28,,,,,20.53,19,21.65,,2.76,25.94,,0,26.5,,,22.58,,,,,20.36,,,24.7
11/05/2024,Texas Tech,94,Bethune Cookman,61,31.5,27.35,,,,,21.72,30,30.69,,4.16,32.97,,0,24.9,,,35.5,,,,,28.59,,,25.2
11/05/2024,Washington,79,UC Davis,73,15.5,12.58,,,,,4.79,12,12,,4.26,16.88,,0,15.8,,,19.37,,,,,12.63,,,13.4
11/06/2024,Arkansas,76,Lipscomb,60,14,12.87,,,,,8.81,13.5,18.99,,4.26,13.96,,0,7.6,,,16.17,,,,,12.24,,,15.6
11/06/2024,Auburn,94,Vermont,43,17,17.16,,,,,13.97,12.5,13.59,,3.72,23.61,,0,18.9,,,18.62,,,,,16.97,,,15.9
11/06/2024,Boise St.,87,Oakland,43,16.5,14.88,,,,,13.29,16,19,,2.97,16.9,,0,11.1,,,19.06,,,,,12.78,,,16.2
11/06/2024,Connecticut,92,Sacred Heart,56,36,35.3,,,,,34.94,32,33.15,,3.1,41.13,,0,35.5,,,39.26,,,,,34.75,,,32.3
11/06/2024,Creighton,99,UT Rio Grande Valley,86,30.5,30.32,,,,,29.24,30.5,28.66,,3.43,34.56,,0,34.7,,,33.36,,,,,27.98,,,26.8
11/06/2024,Eastern Washington,93,Seattle,86,-8,-2.29,,,,,-6.23,-8,2.49,,4.67,-8.35,,0,1.1,,,-5.15,,,,,1.87,,,-4.6
11/06/2024,Georgetown,85,Lehigh,77,14.5,12.15,,,,,8.29,15,16.71,,3.83,14.28,,0,7.4,,,17.45,,,,,11.02,,,15.2
11/06/2024,Georgia Tech,85,West Georgia,62,23,25.99,,,,,25.77,23,27.73,,4.76,19.6,,0,32.6,,,24.17,,,,,24.24,,,
11/06/2024,High Point,93,Coppin St.,51,25,20.27,,,,,17.62,20.5,18.42,,5.39,27.32,,0,24.7,,,28.73,,,,,12.26,,,21.3
11/06/2024,Indiana,80,SIU Edwardsville,61,27.5,21.83,,,,,23.18,27,23.05,,2.9,22.29,,0,17.3,,,31.26,,,,,19.67,,,25.5
11/06/2024,LSU,95,Louisiana-Monroe,60,23,18.73,,,,,13.42,23,18.81,,3.85,23.76,,0,18.4,,,26.7,,,,,15.8,,,22.2
11/06/2024,Le Moyne,75,CS Northridge,97,-2.5,-0.72,,,,,0.19,1.5,-5.09,,3.11,-2.39,,0,1.2,,,-6.28,,,,,-3.74,1.21,,3.6
11/06/2024,Minnesota,80,Oral Roberts,57,15.5,14.57,,,,,7.47,15.5,11.26,,5.1,19.99,,0,19.8,,,17.62,,,,,12.02,,,16.9
11/06/2024,Morgan St.,73,Mercyhurst,78,9,11.71,,,,,19.93,11.5,11.32,,5.06,7.13,,0,15.5,,,7.88,,,,,7.77,,,8.6
11/06/2024,Notre Dame,89,Stonehill,60,26,26.71,,,,,24.33,25,30.8,,2.62,28.66,,0,24,,,28.28,,,,,25.78,,,26.7
11/06/2024,Notre Dame,89,Stonehill,60,26,26.98,,,,,24.33,25,30.8,,2.7,28.66,,0,24,,,28.22,,,,,25.78,,,28.3
11/06/2024,Pepperdine,77,Western Illinois,64,5,6.6,,,,,0.62,2.5,8.8,,3.68,11.63,,0,5.4,,,4.22,,,,,7.03,,,6.1
11/06/2024,Rutgers,75,Wagner,52,17,20.45,,,,,17.32,19,23.56,,2.81,21.86,,0,16.6,,,16.84,,,,,21.37,,,22
11/06/2024,San Diego,67,Rider,68,3,1.45,,,,,0.44,0,5.27,,2.83,-1.82,,0,-1.4,,,5.05,,,,,3.02,,,3.2
11/06/2024,San Diego St.,63,UC San Diego,58,10.5,14.2,,,,,14.29,11.5,15.94,,1.91,12.19,,0,12.6,,,8.89,,,,,16.97,,,13.2
11/06/2024,South Dakota,91,A&M-Commerce,83,10.5,8.09,,,,,8.04,15,9.21,,3.73,11.21,,0,1.3,,,13.46,,,,,5.84,8.34,,12.7
11/06/2024,Utah St.,101,Alcorn St.,46,27.5,23.11,,,,,21.38,24.5,24.11,,1.45,24.25,,0,22.7,,,31,,,,,21.52,,,24.7
11/06/2024,Villanova,80,Columbia,90,17,19.85,,,,,14.8,17.5,19.09,,3.34,24.61,,0,17.6,,,17.16,,,,,23.38,20.38,,19.1
11/06/2024,Virginia,65,Campbell,56,16.5,18.78,,,,,17.82,18,16.55,,1.94,21.91,,0,20.2,,,16.89,,,,,18.38,,,17.8
11/07/2024,Air Force,73,Jacksonville St.,67,2,0.43,,,,,9.04,1.5,-1.51,,4.2,1.57,,0,-1.6,-2.41,,4.39,,-11,,,1.25,,,-3.3
11/07/2024,California,91,Cal Poly SLO,73,14.5,17,,,,,10.33,15.5,19.05,,3.48,20.35,,0,19.6,18.34,,14.13,,28,,,15.15,,,16.2
11/07/2024,Central Michigan,72,Stony Brook,73,6,1.41,,,,,3.62,4.5,4.26,,3.73,-1.8,,0,-3.4,4.13,,11.58,,28,,,0.42,-2.57,,6.6
11/07/2024,DePaul,92,Prairie View,59,17,14.72,,,,,13.01,15,16.09,,3.66,17.82,,0,8.5,19.74,,20.36,,9,,,13.3,,,14.6
11/07/2024,Delaware,81,Robert Morris,77,6.5,7.99,,,,,7.22,4,6.89,,2.11,7.52,,0,12.3,5.57,,5.98,,2,,,8.54,,,7.9
11/07/2024,Florida,81,Jacksonville,60,24,23.5,,,,,18.47,19,27.11,,2.63,24.48,,0,24.5,23.07,,26.54,,15,,,22.75,,,24.1
11/07/2024,Idaho,75,UC Davis,79,-2,-4.32,,,,,-1.6,-4.5,-6.56,,1.62,-5.76,,0,-4.5,-4.37,,-4.05,,20,,,-4.28,,,-3.2
11/07/2024,Iowa,89,Southern,74,27,23.53,,,,,23.72,22.5,16.11,,4.06,27.72,,0,21.1,22.55,,30.99,,32,,,25.24,29.19,,22.6
11/07/2024,Loyola-Chicago,87,Detroit,65,24,19.41,,,,,13.26,19.5,16.81,,4.41,22.68,,0,24.6,23.59,,28.62,,13,,,15.31,,,19.6
11/07/2024,Michigan St.,96,Niagara,60,30,25.72,,,,,23.31,28,22.73,,2.82,31.17,,0,25.5,24.51,,34.2,,13,,,25.69,,,27.1
11/07/2024,North Dakota St.,68,Illinois St.,77,4,2.13,,,,,3.78,3.5,5.05,,2.35,-0.52,,0,0,0.78,,6.78,,10,,,0.99,,,4.8
11/07/2024,North Florida,90,Charleston Southern,66,8,8.22,,,,,8.37,5.5,11.46,,2.44,5.76,,0,9.3,4.32,,8.87,,24,,,8.83,10.81,,6.9
11/07/2024,Northern Iowa,87,Wisconsin-Milwaukee,68,6.5,8.44,,,,,7.67,5.5,9.89,,2.87,10.68,,0,10.8,3,,5.53,,4,,,10.35,,,6.7
11/07/2024,Pennsylvania,87,Md. Eastern Shore,84,19,17.19,,,,,18.63,17.5,18.16,,2.87,22.37,,0,16.7,16.83,,22.08,,4,,,14.3,12.86,,17.7
11/07/2024,SMU,102,Florida A&M,73,30.5,28.98,,,,,25.6,27.5,31.91,,2.78,31.4,,0,27.7,31.52,,33.77,,29,,,25.29,27.41,,31
11/07/2024,Southern Indiana,69,Bucknell,75,-3,-2.12,,,,,-3.75,-2.5,-0.94,,1.39,-2.94,,0,-3.8,-1.93,,-8.28,,,,,-1.06,,,-0.4
11/07/2024,St. Mary's,86,Chattanooga,74,16,17.33,,,,,18.59,12.5,15.96,,1.66,19.68,,0,17,17.94,,16.71,,27,,,14.55,18.48,,16.4
11/07/2024,Stetson,76,Nebraska Omaha,79,5,5.06,,,,,6.88,3.5,6.92,,3.03,0.6,,0,9.3,1.86,,5.8,,4,,,5.05,,,4.8
11/07/2024,UAB,98,Southern Miss,84,13.5,13.06,,,,,12.91,14,14.12,,1.42,14.07,,0,12,12.67,,15.34,,-9,,,10.77,,,14.9
